,name,brand,country,city,power,price,km,year,years,years.category,y
2193,Cabeza tractora Mercedes Actros 1843*Euro 6*2015*Retarder*1 Tank,Mercedes,POLONIA,Przemy,430,33700,382000,2015,7,Medium,39418.33508
2194,Tractora semi portamáquinas MAN TGX 18.440 /LOW CAB / KIPPER HYDRAULIC SYSTEM/,MAN,POLONIA,Bodzentyn,441,39900,232000,2015,7,Medium,39418.33508
2195,Cabeza tractora Renault T 460 / EURO 6 / RETARDER /,Renault,POLONIA,Bodzentyn,460,25900,715000,2015,7,Medium,39418.33508
2196,Cabeza tractora Scania R 450 /RETARDER/I-PARK COOL / NAVI / TOPLINE/,Scania,POLONIA,Bodzentyn,451,39900,864000,2015,7,Medium,39418.33508
2197,Cabeza tractora DAF XF 460 / EURO 6 /SPACE CAB/RETARDER/I-PARK COOL,DAF,POLONIA,Bodzentyn,460,34900,567000,2015,7,Medium,39418.33508
2198,Cabeza tractora MAN TGX 18.440 4X4H BLS,MAN,FRANCIA,Essonne,441,47500,368680,2015,7,Medium,39418.33508
2199,Cabeza tractora productos peligrosos / ADR DAF XF 460,DAF,POLONIA,Przemy,460,32500,414000,2015,7,Medium,39418.33508
2200,Cabeza tractora productos peligrosos / ADR DAF XF 460,DAF,POLONIA,Przemy,NA,32500,454000,2015,7,Medium,39418.33508
2201,Cabeza tractora DAF XF 460,DAF,HOLANDA,Vuren,462,28900,786286,2015,7,Medium,39418.33508
2202,Cabeza tractora Mercedes Actros 1845,Mercedes,FRANCIA,Haute,450,26500,495000,2015,7,Medium,39418.33508
2203,Cabeza tractora Mercedes Actros 1845,Mercedes,FRANCIA,Haute,450,26500,495000,2015,7,Medium,39418.33508
2204,Cabeza tractora Mercedes Actros 1845 LS,Mercedes,FRANCIA,Ardennes,450,32800,656108,2015,7,Medium,39418.33508
2205,Cabeza tractora Mercedes Actros 1845 LS,Mercedes,ITALIA,Uboldo,450,35900,6.00E+05,2015,7,Medium,39418.33508
2206,Cabeza tractora Mercedes Antos 1840 LS 4x2 1840 LS 4x2 Klima/eFH.,Mercedes,BÉLGICA,Roksem,394,32292,552800,2015,7,Medium,39418.33508
2207,Cabeza tractora Mercedes Antos 1840 LS 4x2 1840 LS 4x2 Klima/eFH.,Mercedes,BÉLGICA,Roksem,394,32292,552800,2015,7,Medium,39418.33508
2208,Cabeza tractora Mercedes Actros,Mercedes,HOLANDA,Groot,448,25900,1013442,2015,7,Medium,39418.33508
2209,Cabeza tractora Mercedes Actros | 1845 | APK,Mercedes,HOLANDA,Groot,448,26250,991190,2015,7,Medium,39418.33508
2210,Cabeza tractora Mercedes Actros 1845,Mercedes,HOLANDA,Groot,448,26950,826982,2015,7,Medium,39418.33508
2211,Cabeza tractora MAN TGS 18.440,MAN,HOLANDA,Vuren,440,16950,1,2015,7,Medium,39418.33508
2212,Cabeza tractora Iveco Stralis 460,Iveco,FRANCIA,Bas,460,16500,390000,2015,7,Medium,39418.33508
2213,Cabeza tractora Iveco Stralis 500+6x2+INTARDER+HYDRAULIQUE,Iveco,FRANCIA,Nord,500,33900,573576,2015,7,Medium,39418.33508
2214,Cabeza tractora Mercedes Actros Actros 1842 / Mega / 2 Tanks / VOITH Retarder,Mercedes,ALEMANIA,Salzgitter,422,33950,528086,2015,7,Medium,39418.33508
2215,Cabeza tractora DAF XF 106 460 SC,DAF,FRANCIA,Puy,460,27850,670000,2015,7,Medium,39418.33508
2216,Cabeza tractora MAN TGX 18.440,MAN,HOLANDA,Vuren,440,22950,911369,2015,7,Medium,39418.33508
2217,Cabeza tractora Scania R 410,Scania,HOLANDA,Meerkerk,410,25950,909293,2015,7,Medium,39418.33508
2218,Cabeza tractora DAF XF 460,DAF,HOLANDA,Veghel,459,27400,727023,2015,7,Medium,39418.33508
2219,Cabeza tractora DAF XF 460,DAF,HOLANDA,Veghel,459,23400,977415,2015,7,Medium,39418.33508
2220,Cabeza tractora MAN TGS 18.400,MAN,HOLANDA,Veghel,399,36900,416416,2015,7,Medium,39418.33508
2221,Cabeza tractora Mercedes Actros 1843,Mercedes,HOLANDA,Veghel,429,29800,480029,2015,7,Medium,39418.33508
2222,Cabeza tractora Mercedes Actros 1845,Mercedes,HOLANDA,Veghel,450,33400,764708,2015,7,Medium,39418.33508
2223,Cabeza tractora Renault T 460 Hydraulik,Renault,HOLANDA,Veghel,459,25900,526917,2015,7,Medium,39418.33508
2224,Cabeza tractora MAN TGS 18.400,MAN,HOLANDA,Veghel,399,18400,727503,2015,7,Medium,39418.33508
2225,Cabeza tractora Renault T 460 2 Tanks Mega,Renault,HOLANDA,Veghel,459,24400,770751,2015,7,Medium,39418.33508
2226,Cabeza tractora DAF XF 460,DAF,HOLANDA,Veghel,459,25900,740823,2015,7,Medium,39418.33508
2227,Cabeza tractora Renault T 460 2x Tanks Sleeper,Renault,HOLANDA,Veghel,459,21400,731878,2015,7,Medium,39418.33508
2228,Cabeza tractora DAF XF 440,DAF,HOLANDA,Veghel,440,24900,848787,2015,7,Medium,39418.33508
2229,Cabeza tractora DAF XF 440,DAF,HOLANDA,Veghel,440,27400,542232,2015,7,Medium,39418.33508
2230,Cabeza tractora MAN TGX 26.560,MAN,HOLANDA,Veghel,560,44900,516149,2015,7,Medium,39418.33508
2231,Cabeza tractora Volvo FH 420 / LOW CAB / EURO 6 /,Volvo,POLONIA,Bodzentyn,572,32500,972000,2015,7,Medium,39418.33508
2232,Cabeza tractora DAF CF 510 SC Hydraulik,DAF,HOLANDA,Veghel,509,21900,743207,2015,7,Medium,39418.33508
2233,Cabeza tractora MAN TGX 18.520 XXL Hydraulik Standklima Navi,MAN,HOLANDA,Veghel,519,29400,695015,2015,7,Medium,39418.33508
2234,Cabeza tractora Volvo FH 460,Volvo,HOLANDA,Veghel,459,30900,899855,2015,7,Medium,39418.33508
2235,Cabeza tractora Volvo FH 460 / XXL / EURO 6 / 420 000 KM /,Volvo,POLONIA,Bodzentyn,460,49900,420000,2015,7,Medium,39418.33508
2236,Cabeza tractora Mercedes Actros 1845,Mercedes,HOLANDA,Groot,448,26500,822398,2015,7,Medium,39418.33508
2237,Cabeza tractora MAN TGX 18.480,MAN,HOLANDA,Veghel,479,26400,772765,2015,7,Medium,39418.33508
2238,"Cabeza tractora Renault T 440 EURO 6, Retarder, Standairco",Renault,HOLANDA,Ede,440,20900,962000,2015,7,Medium,39418.33508
2239,Cabeza tractora Renault T-Series 440,Renault,FRANCIA,Deux,440,22000,910000,2015,7,Medium,39418.33508
2240,Cabeza tractora Renault T-Series 440,Renault,FRANCIA,Deux,440,22000,910000,2015,7,Medium,39418.33508
2241,Cabeza tractora MAN TGX 18.440,MAN,HOLANDA,Nijmegen,NA,18500,978864,2015,7,Medium,39418.33508
2242,Cabeza tractora Scania R 490,Scania,HOLANDA,Veghel,489,39400,697929,2015,7,Medium,39418.33508
2243,Cabeza tractora Renault T-Series 460 DXI,Renault,FRANCIA,Rhône,460,24000,873000,2015,7,Medium,39418.33508
2244,Cabeza tractora Volvo FH13 FH 13.460 Globetrotter XL - Leather - 2x tank - Full spoiler - Light bar,Volvo,HOLANDA,Ravenstein,459,36400,849650,2015,7,Medium,39418.33508
2245,Cabeza tractora DAF XF 460,DAF,HOLANDA,Ede,459,21900,854000,2015,7,Medium,39418.33508
2246,Cabeza tractora Volvo FH 460,Volvo,BÉLGICA,Wingene,459,39850,682783,2015,7,Medium,39418.33508
2247,Tractora semi portamáquinas MAN TGS 18.440 /LOW CAB / KIPPER HYDRAULIC /RETARDER,MAN,POLONIA,Bodzentyn,441,31000,533000,2015,7,Medium,39418.33508
2248,Cabeza tractora DAF CF CF 440 SUPER SPACE CAB 2 KREIS HYDRAULIK,DAF,ALEMANIA,Gross Ippener,436,24500,554000,2015,7,Medium,39418.33508
2249,Cabeza tractora DAF XF 460,DAF,BÉLGICA,Bree,459,27250,670287,2015,7,Medium,39418.33508
2250,Cabeza tractora Renault C 480 hydrodrive/intarderHydraulic,Renault,BÉLGICA,Bree,479,31250,418796,2015,7,Medium,39418.33508
2251,Cabeza tractora DAF XF 440,DAF,HOLANDA,Borne,435,24900,710580,2015,7,Medium,39418.33508
2252,Cabeza tractora DAF XF 440,DAF,HOLANDA,Borne,435,24900,813631,2015,7,Medium,39418.33508
2253,Cabeza tractora MAN TGX 26.440,MAN,BÉLGICA,Handzame,440,43900,532130,2015,7,Medium,39418.33508
2254,Cabeza tractora MAN TGX 26.440,MAN,BÉLGICA,Handzame,440,43900,532130,2015,7,Medium,39418.33508
2255,"Cabeza tractora MAN TGX 18.480 TGX BLS 4x4, Hydro-Drive, Hydraulik",MAN,ALEMANIA,Sittensen,480,34490,535424,2015,7,Medium,39418.33508
2256,"Cabeza tractora convoy excepcional Mercedes Actros 1832, Lowliner, Mega, 6985 kg",Mercedes,ALEMANIA,Bakum,320,19900,651810,2015,7,Medium,39418.33508
2257,Cabeza tractora Scania R 490,Scania,FRANCIA,Eure,490,37000,510000,2015,7,Medium,39418.33508
2258,Cabeza tractora Iveco Stralis AS 440 S 48 TP,Iveco,ITALIA,Trofarello,480,36000,340000,2015,7,Medium,39418.33508
2259,Cabeza tractora Volvo FH 540,Volvo,HOLANDA,Veghel,539,49400,537687,2015,7,Medium,39418.33508
2260,Cabeza tractora Volvo FH 500,Volvo,FRANCIA,Bouches,500,22900,420000,2015,7,Medium,39418.33508
2261,Cabeza tractora DAF CF 460,DAF,FRANCIA,Bas,460,35900,362000,2015,7,Medium,39418.33508
2262,Cabeza tractora DAF CF 460,DAF,FRANCIA,Bas,460,35900,394000,2015,7,Medium,39418.33508
2263,Cabeza tractora DAF CF 460,DAF,FRANCIA,Bas,460,39900,409000,2015,7,Medium,39418.33508
2264,Cabeza tractora DAF CF 460,DAF,FRANCIA,Bas,460,35900,390000,2015,7,Medium,39418.33508
2265,"Cabeza tractora convoy excepcional DAF XF XF 510 LL Blatt/ Luft, ZF Inatrder, SSC,Euro 6",DAF,ALEMANIA,Hagenow,510,30000,732155,2015,7,Medium,39418.33508
2266,Cabeza tractora Volvo FH FH 460 4x2/Hydraulik/VEB/Kühlbox,Volvo,ALEMANIA,Sittensen,470,42800,532697,2015,7,Medium,39418.33508
2267,Cabeza tractora Scania R 450 /RETARDER/EURO 6/STREAMLINE /,Scania,POLONIA,Bodzentyn,451,39900,807000,2015,7,Medium,39418.33508
2268,Cabeza tractora Scania R 450 /RETARDER/EURO 6/STREAMLINE/NAVI,Scania,POLONIA,Bodzentyn,451,39900,761000,2015,7,Medium,39418.33508
2269,Cabeza tractora Volvo FH 500,Volvo,HOLANDA,Meerkerk,NA,34950,961673,2015,7,Medium,39418.33508
2270,Cabeza tractora Renault T460 / Hydraulic / / TUV 7-2022 / Belgium Truck,Renault,HOLANDA,Tilburg,469,23800,603337,2015,7,Medium,39418.33508
2271,Cabeza tractora Iveco Stralis AS 500 / / / 2 Tanks / Frigo,Iveco,HOLANDA,Tilburg,500,21800,968399,2015,7,Medium,39418.33508
2272,Cabeza tractora Mercedes Actros 1845,Mercedes,FRANCIA,Nord,450,19800,892000,2015,7,Medium,39418.33508
2273,Cabeza tractora Scania R 450,Scania,HOLANDA,Nijmegen,NA,29900,819809,2015,7,Medium,39418.33508
2274,Cabeza tractora Mercedes Actros 1943 - + KIEPHYDRAULIEK,Mercedes,HOLANDA,Meerkerk,428,25950,735648,2015,7,Medium,39418.33508
2275,Cabeza tractora Mercedes Actros 1848,Mercedes,FRANCIA,Gard,480,31990,487000,2015,7,Medium,39418.33508
2276,"Cabeza tractora Renault T 460, Euro 6,2 tanks",Renault,HOLANDA,Sliedrecht,469,17950,1172362,2015,7,Medium,39418.33508
2277,Cabeza tractora DAF XF 440,DAF,HOLANDA,Veendam,435,24900,952059,2015,7,Medium,39418.33508
2278,Cabeza tractora Scania R 580,Scania,HOLANDA,Meerkerk,580,46950,879003,2015,7,Medium,39418.33508
2279,Cabeza tractora DAF XF 440,DAF,HOLANDA,Giessen,440,18850,1176790,2015,7,Medium,39418.33508
2280,Cabeza tractora DAF XF 510,DAF,HOLANDA,Etten,509,24950,1098563,2015,7,Medium,39418.33508
2281,Cabeza tractora DAF XF 460,DAF,BÉLGICA,Bree,459,25700,804796,2015,7,Medium,39418.33508
2282,Cabeza tractora Volvo FH 500,Volvo,HOLANDA,Nieuwendijk,500,48900,641000,2015,7,Medium,39418.33508
2283,Cabeza tractora Iveco AS 460 E6 Hi-Way Standklima 2 Tank ACC Kühlbox,Iveco,ALEMANIA,Hilden,460,24800,534636,2015,7,Medium,39418.33508
2284,Cabeza tractora Iveco Stralis 480,Iveco,HOLANDA,Veghel,479,22400,603291,2015,7,Medium,39418.33508
2285,Cabeza tractora Renault T-Series 460,Est,FRANCIA,Seine,460,30000,534193,2015,7,Medium,39418.33508
2286,Cabeza tractora Scania P 410,Scania,HOLANDA,Nijmegen,NA,21900,906139,2015,7,Medium,39418.33508
2287,Cabeza tractora Volvo FM Injectors needs work + PTO Globetrotter,Volvo,HOLANDA,Borne,418,25900,750077,2015,7,Medium,39418.33508
2288,Cabeza tractora DAF XF 510,DAF,BÉLGICA,Bree,509,20900,1605434,2015,7,Medium,39418.33508
2289,Cabeza tractora Mercedes Actros 1845,Mercedes,BÉLGICA,Bree,450,25750,906364,2015,7,Medium,39418.33508
2290,Cabeza tractora MAN TGX 18.440*Euro 6*Intarder*XLX*Klima*Kompresso,MAN,ALEMANIA,Mannheim,441,24900,862500,2015,7,Medium,39418.33508
2291,Cabeza tractora Mercedes Actros 1845,Mercedes,BÉLGICA,Bree,450,25900,596305,2015,7,Medium,39418.33508
2292,Cabeza tractora Volvo FH 540,Volvo,BÉLGICA,Bree,539,32700,1060433,2015,7,Medium,39418.33508
2293,Cabeza tractora Mercedes Actros 1845,Mercedes,BÉLGICA,Bree,450,25900,596305,2015,7,Medium,39418.33508
2294,Cabeza tractora Volvo FH 540,Volvo,BÉLGICA,Bree,539,32700,1060433,2015,7,Medium,39418.33508
2295,Tractora semi volquete MAN TGX,MAN,HOLANDA,Schelluinen,324,32799,845296,2015,7,Medium,39418.33508
2296,Tractora semi furgón mudanza Iveco Eurocargo 120 E 19 P,Iveco,FRANCIA,Charente,190,36000,155000,2015,7,Medium,39418.33508
2297,Tractora semi furgón mudanza Iveco Eurocargo 120 E 19 P,Iveco,FRANCIA,Charente,190,36000,155000,2015,7,Medium,39418.33508
2298,Cabeza tractora Scania R 450,Scania,HOLANDA,Venlo,450,29750,1127421,2015,7,Medium,39418.33508
2299,Cabeza tractora Mercedes Actros 1848,Mercedes,FRANCIA,Côtes,480,32000,838000,2015,7,Medium,39418.33508
2300,Cabeza tractora Mercedes Actros 1845,Mercedes,FRANCIA,Rhône,450,29000,475000,2015,7,Medium,39418.33508
2301,Cabeza tractora DAF XF 460,DAF,BÉLGICA,Bree,459,21250,982323,2015,7,Medium,39418.33508
2302,Cabeza tractora Mercedes Actros 1845,Mercedes,BÉLGICA,Bree,450,14750,710000,2015,7,Medium,39418.33508
2303,Cabeza tractora DAF XF 460,DAF,HOLANDA,Hoogerheide,459,24500,824500,2015,7,Medium,39418.33508
2304,Cabeza tractora Scania R 450,Scania,BÉLGICA,Bree,450,26250,798092,2015,7,Medium,39418.33508
2305,Cabeza tractora DAF XF 460,DAF,HOLANDA,Veendam,462,26900,769046,2015,7,Medium,39418.33508
2306,Cabeza tractora Renault T-Series 460 T4X2 E6,Renault,POLONIA,Kurozw,460,24600,534197,2015,7,Medium,39418.33508
2307,Cabeza tractora Renault T 380 Comfort,Renault,HOLANDA,Veendam,387,17400,902681,2015,7,Medium,39418.33508
2308,Cabeza tractora Iveco Stralis AS 440S33,Iveco,ITALIA,Moncalieri,329,32000,443000,2015,7,Medium,39418.33508
2309,Cabeza tractora Scania G G490 4x2 SZM Euro 6,Scania,ALEMANIA,Kaufungen/Kassel,490,42900,341433,2015,7,Medium,39418.33508
2310,Cabeza tractora DAF XF 460,DAF,FRANCIA,Nord,460,35750,440363,2015,7,Medium,39418.33508
2311,Cabeza tractora DAF XF 460/SPACE CAB/EURO 6/LOW DECK/MEGA /11.2015,DAF,POLONIA,Bodzentyn,460,28900,657000,2015,7,Medium,39418.33508
2312,Cabeza tractora Mercedes Arocs 1845,Mercedes,HOLANDA,Ede,450,29900,636000,2015,7,Medium,39418.33508
2313,Cabeza tractora DAF XF 460,DAF,HOLANDA,Gilze,459,45900,579489,2015,7,Medium,39418.33508
2314,Cabeza tractora Iveco Stralis HI-WAY,Iveco,ITALIA,Fagnano Olona,480,25900,715000,2015,7,Medium,39418.33508
2315,Cabeza tractora Mercedes Arocs 1845,Mercedes,HOLANDA,Ede,450,29900,698000,2015,7,Medium,39418.33508
2316,Cabeza tractora DAF XF XF106-460 SSC - INTARDER - NAVI - XENON - TV,DAF,ALEMANIA,Wuppertal,463,31890,697000,2015,7,Medium,39418.33508
2317,Cabeza tractora Renault T 460 / EURO 6 / RETARDER / LOW DECK / MEGA,Renault,POLONIA,Bodzentyn,460,25900,793000,2015,7,Medium,39418.33508
2318,Cabeza tractora MAN TGX 18.480,MAN,HOLANDA,S,478,25750,660150,2015,7,Medium,39418.33508
2319,"Cabeza tractora Stralis AS440S48 4x2 Stralis AS440S48 4x2, Retarder, Hydraulik",Est,BÉLGICA,Roksem,480,34452,417000,2015,7,Medium,39418.33508
2320,Cabeza tractora DAF XF 460/SPACE CAB/EURO 6/LOW DECK/MEGA /07.2015,DAF,POLONIA,Bodzentyn,460,29500,630000,2015,7,Medium,39418.33508
2321,Cabeza tractora Renault T 480,Renault,HOLANDA,Schiedam,489,26900,1017200,2015,7,Medium,39418.33508
2322,Cabeza tractora DAF XF 510,DAF,HOLANDA,Ravenstein,NA,29950,880426,2015,7,Medium,39418.33508
2323,Cabeza tractora Mercedes Actros 1848 LS,Mercedes,FRANCIA,Puy,480,38000,650000,2015,7,Medium,39418.33508
2324,Cabeza tractora Iveco Stralis Stralis Hi Road 440S46 AS460 - EURO6,Iveco,ALEMANIA,Dahlem,NA,17500,725421,2015,7,Medium,39418.33508
2325,Cabeza tractora DAF XF 440,DAF,HOLANDA,Schiedam,435,29900,674400,2015,7,Medium,39418.33508
2326,Cabeza tractora Scania R 450,Scania,HOLANDA,Goes,450,28750,1213649,2015,7,Medium,39418.33508
2327,Cabeza tractora Scania R 450 /RETARDER/EURO 6/HIGHLINE / I-COOL,Scania,POLONIA,Bodzentyn,451,42900,516000,2015,7,Medium,39418.33508
2328,Cabeza tractora Renault T 460 / EURO 6 /FULL SPOILERS /,Renault,POLONIA,Bodzentyn,460,26900,702000,2015,7,Medium,39418.33508
2329,Tractora semi portamáquinas DAF XF 460 / SUPER SPACE CAB/MEGA/ EURO 6/LOW DECK/,DAF,POLONIA,Bodzentyn,460,23900,921000,2015,7,Medium,39418.33508
2330,Cabeza tractora MAN TGX 18.480,MAN,HOLANDA,S,478,26750,706275,2015,7,Medium,39418.33508
2331,Cabeza tractora DAF CF85 460,DAF,PORTUGAL,Donas,460,26000,544000,2015,7,Medium,39418.33508
2332,"Cabeza tractora Stralis AS440S48 4x2 Stralis AS440S48 4x2, Retarder, Hydraulik",Est,BÉLGICA,Roksem,480,34452,390000,2015,7,Medium,39418.33508
2333,Cabeza tractora DAF XF 460/ RETARDER/ KIPPER HYDRAULIC SYSTEM/EURO 6,DAF,POLONIA,Bodzentyn,460,25900,836000,2015,7,Medium,39418.33508
2334,Cabeza tractora Volvo FH 540 / I-PARK COOL/FULL SPOILERS/EURO 6/XENON,Volvo,POLONIA,Bodzentyn,540,44900,866000,2015,7,Medium,39418.33508
2335,"Cabeza tractora Mercedes 1842,Lowlinder,Hydr.Sattelplat",Mercedes,ALEMANIA,Wuppertal,422,47480,326627,2015,7,Medium,39418.33508
2336,Cabeza tractora Volvo FH13 FH 13.500 Globetrotter XL - PTO/Hydraulic - VEB+ - Fridge,Volvo,HOLANDA,Ravenstein,NA,42900,755087,2015,7,Medium,39418.33508
2337,"Cabeza tractora Iveco AT440T/P Euro 6, Automatic, Airco, Spoiler, Cabheater",Iveco,HOLANDA,Vriezenveen,360,10400,1320000,2015,7,Medium,39418.33508
2338,Cabeza tractora Mercedes Actros 1836,Mercedes,HOLANDA,Ede,360,19800,1216000,2015,7,Medium,39418.33508
2339,Cabeza tractora Mercedes Actros 1836,Mercedes,HOLANDA,Ede,360,19800,1031000,2015,7,Medium,39418.33508
2340,Cabeza tractora Mercedes Actros 1836,Mercedes,HOLANDA,Ede,360,19800,1078000,2015,7,Medium,39418.33508
2341,Cabeza tractora Scania R 580,Scania,BÉLGICA,Bree,580,47750,700676,2015,7,Medium,39418.33508
2342,Cabeza tractora DAF XF XF 460 SC SpaceCab Vollspoiler Ausstattung Euro6,DAF,ALEMANIA,Sindelfingen,463,24500,834000,2015,7,Medium,39418.33508
2343,Cabeza tractora DAF XF 440,DAF,HOLANDA,Schiedam,435,28900,708200,2015,7,Medium,39418.33508
2344,Cabeza tractora DAF XF 460,DAF,FRANCIA,Nord,460,23200,625650,2015,7,Medium,39418.33508
2345,Cabeza tractora DAF XF 460,DAF,FRANCIA,Nord,460,22800,680000,2015,7,Medium,39418.33508
2346,Cabeza tractora DAF XF 106 XF106-510 / AUTOMATIC / INTRDER / SSC / / 2015,DAF,HOLANDA,Velddriel,509,32000,821359,2015,7,Medium,39418.33508
2347,Cabeza tractora MAN TGX 480 INTARDER,MAN,BÉLGICA,Hooglede,479,23900,844801,2015,7,Medium,39418.33508
2348,Cabeza tractora MAN TGX,MAN,HOLANDA,Schelluinen,NA,27899,816480,2015,7,Medium,39418.33508
2349,Cabeza tractora Scania R 450,Scania,BÉLGICA,Ardooie,450,27000,840000,2015,7,Medium,39418.33508
2350,Cabeza tractora MAN TGX 18.440,MAN,HOLANDA,S,NA,24750,679940,2015,7,Medium,39418.33508
2351,Cabeza tractora Mercedes Actros 1836,Mercedes,HOLANDA,Ede,360,17800,965000,2015,7,Medium,39418.33508
2352,Cabeza tractora Renault T-Series 520,Renault,FRANCIA,Haute,520,38000,863278,2015,7,Medium,39418.33508
2353,Cabeza tractora Volvo FH 460,Volvo,BÉLGICA,Handzame,460,39750,555404,2015,7,Medium,39418.33508
2354,Cabeza tractora MAN TGX 28.560,MAN,HOLANDA,Schiedam,560,29900,708700,2015,7,Medium,39418.33508
2355,Cabeza tractora Volvo FH 460 Globetrotter,Volvo,BÉLGICA,Ardooie,NA,32000,925000,2015,7,Medium,39418.33508
2356,Cabeza tractora Iveco Stralis 480 AUTOMATICO RETARDER GOMMATO NUOVO E6,Iveco,ITALIA,Cardito,NA,27500,7.00E+05,2015,7,Medium,39418.33508
2357,Cabeza tractora DAF XF 105.460 / SPACE CAB/EURO 5/LOW DECK/MEGA/ATE,DAF,POLONIA,Bodzentyn,460,17900,793000,2015,7,Medium,39418.33508
2358,Cabeza tractora Renault T 460 / EURO 6 / RETARDER / LOW DECK / MEGA,Renault,POLONIA,Bodzentyn,460,26900,764000,2015,7,Medium,39418.33508
2359,Cabeza tractora Iveco Stralis AS 440 S 50,Iveco,ITALIA,Cordovado,500,33000,732738,2015,7,Medium,39418.33508
2360,Cabeza tractora Mercedes ACTROS 1845 /EURO 6/ RETARDER / HYDRAULIC SYSTEM,Mercedes,POLONIA,Bodzentyn,451,34900,593000,2015,7,Medium,39418.33508
2361,Cabeza tractora MAN TGX 18.480,MAN,HOLANDA,Etten,NA,23950,1030261,2015,7,Medium,39418.33508
2362,Cabeza tractora Scania R 410,Scania,HOLANDA,Nieuwendijk,NA,27900,950000,2015,7,Medium,39418.33508
2363,Cabeza tractora MAN TGS L.2007.46.001,MAN,HOLANDA,S,319,23750,433842,2015,7,Medium,39418.33508
2364,Cabeza tractora MAN TGS,MAN,HOLANDA,S,319,23750,416729,2015,7,Medium,39418.33508
2365,Cabeza tractora MAN TGX 18.480/XXL/LOW DECK/MEGA/RETARDER/NAVI,MAN,POLONIA,Bodzentyn,480,25900,814000,2015,7,Medium,39418.33508
2366,Cabeza tractora Scania R490*Euro6*Retarder*Lift*Stand,Scania,ALEMANIA,Mannheim,490,37900,890500,2015,7,Medium,39418.33508
2367,Cabeza tractora Mercedes Arocs 1851 HAD *Euro6*Hydraulik*Hydrodrive*4x,Mercedes,ALEMANIA,Mannheim,510,41900,665500,2015,7,Medium,39418.33508
2368,Cabeza tractora MAN TGX TGX 18.440 XXL*Euro6*TÜV*Intarder*Standk,MAN,ALEMANIA,Mannheim,441,25900,816000,2015,7,Medium,39418.33508
2369,Cabeza tractora DAF XF 460,DAF,HOLANDA,Ede,459,27900,807000,2015,7,Medium,39418.33508
2370,Cabeza tractora Renault T430 +,Renault,HOLANDA,Etten,NA,24950,756339,2015,7,Medium,39418.33508
2371,"Cabeza tractora Renault C 520 EURO 6, Retarder, Hydraulic",Renault,HOLANDA,Ede,519,44800,640000,2015,7,Medium,39418.33508
2372,Cabeza tractora Mercedes Actros 1936 LS,Mercedes,BÉLGICA,Handzame,360,23900,710842,2015,7,Medium,39418.33508
2373,Cabeza tractora Volvo FH 420,Volvo,HOLANDA,Etten,NA,35950,1010740,2015,7,Medium,39418.33508
2374,Cabeza tractora Volvo FH 4-540 / AUTOMATIC / GLOBETROTTER XL / VEB+ / FRIDGE / / 2015,Volvo,HOLANDA,Velddriel,539,42500,683407,2015,7,Medium,39418.33508
2375,Cabeza tractora Volvo FH 4-540 / AUTOMATIC / GLOBETROTTER XL / VEB+ / FRIDGE / / 2015,Volvo,HOLANDA,Velddriel,539,42500,683407,2015,7,Medium,39418.33508
2376,Cabeza tractora Renault T 460 / EURO 6 / RETARDER / LOW DECK / MEGA,Renault,POLONIA,Bodzentyn,460,26900,827000,2015,7,Medium,39418.33508
2377,Cabeza tractora MAN TGX 18.440 /LOW CAB / KIPPER HYDRAULIC SYSTEM/,MAN,POLONIA,Bodzentyn,441,36900,298000,2015,7,Medium,39418.33508
2378,"Cabeza tractora Mercedes 1845 LS Actros 4x2, Retarder, Abstandstempomat",Mercedes,ALEMANIA,Sittensen,449,31300,729532,2015,7,Medium,39418.33508
2379,Cabeza tractora Mercedes Actros 1836,Mercedes,HOLANDA,Ede,360,19800,1141000,2015,7,Medium,39418.33508
2380,Cabeza tractora Volvo FH 420,Volvo,HOLANDA,Oud Gastel,428,34950,766000,2015,7,Medium,39418.33508
2381,Cabeza tractora Mercedes Actros 1842,Mercedes,HOLANDA,Ede,420,21800,987000,2015,7,Medium,39418.33508
2382,Cabeza tractora MAN TGX 18.440 FSA / 4x2 BLS XLX Standklima,MAN,ALEMANIA,Dorsten,441,27890,768000,2015,7,Medium,39418.33508
2383,Cabeza tractora MAN TGX 18.440 FSA / 4x2 BLS XLX,MAN,ALEMANIA,Dorsten,441,27890,768000,2015,7,Medium,39418.33508
2384,Cabeza tractora convoy excepcional Mercedes Actros Actros 1843 LS Volumen Mega SZM Autotransporter,Mercedes,ALEMANIA,Schlierbach,429,19900,1252886,2015,7,Medium,39418.33508
2385,Cabeza tractora Scania R 490,Scania,HOLANDA,Nijmegen,489,28500,801646,2015,7,Medium,39418.33508
2386,Cabeza tractora Volvo FH 500,Volvo,HOLANDA,Schiedam,509,36000,979400,2015,7,Medium,39418.33508
2387,Cabeza tractora Scania R 410,Scania,HOLANDA,Vriezenveen,410,21500,1081250,2015,7,Medium,39418.33508
2388,Cabeza tractora DAF XF460,DAF,PORTUGAL,Carregado,460,28500,920000,2015,7,Medium,39418.33508
2389,Cabeza tractora Renault,Renault,FRANCIA,Bas,430,16000,445080,2015,7,Medium,39418.33508
2390,Cabeza tractora DAF XF 460 SSC Retarder*Kipphydraulik*Klima*E,DAF,ALEMANIA,Stuhr,463,29900,557150,2015,7,Medium,39418.33508
